player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados,long_name_match,score,revisar,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,club_name_original
23838,Pablo Pérez Rodríguez,Sporting Gijón,1041,"['Right Midfield', 'Right Center Forward', 'Left Center Back', 'Right Wing', 'Center Forward', 'Center Attacking Midfield']",18,Pablo Pérez Rodríguez,100.0,False,222944,https://sofifa.com/player/222944/pablo-perez-rodriguez/160002,Pablo Pérez,Pablo Pérez Rodríguez,"CAM, ST, RM",70,77,1900000.0,20000.0,21,1993-08-02,187,75,459.0,Sporting Gijón,Spain Primera Division,1.0,SUB,22.0,,2014-01-01,2016.0,45,Spain,,,,Right,3,2,1,High/Low,Lean (185+),No,,,,65.0,66.0,66.0,68.0,49.0,65.0,54,68,79,75,56,67,57,58,65,73,64,66,63,71,53,64,67,63,68,62,57,51,80,68,70,,35,51,47,9,10,15,13,12,,71,71,71,68,71,71,71,68,70,70,70,68,68,68,68,68,59,60,60,60,59,58,57,57,57,58,18,https://cdn.sofifa.net/players/222/944/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
23848,Carlos Carmona Bonet,Sporting Gijón,1041,"['Right Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Wing']",20,Carlos Carmona Bonet,100.0,False,168379,https://sofifa.com/player/168379/carlos-carmona-bonet/160002,Carmona,Carlos Carmona Bonet,"RM, LM, CAM",72,72,2100000.0,25000.0,27,1987-07-05,177,72,459.0,Sporting Gijón,Spain Primera Division,1.0,RM,19.0,,2012-07-01,2019.0,45,Spain,,,,Right,3,4,1,High/Medium,Normal (170-185),No,,,Technical Dribbler (AI),67.0,65.0,76.0,73.0,46.0,65.0,81,59,58,77,56,74,82,77,74,73,69,66,68,72,71,72,67,71,64,69,59,62,73,67,71,,37,44,37,9,14,16,16,6,,68,68,68,71,70,70,70,71,71,71,71,72,70,70,70,72,63,62,62,62,63,60,54,54,54,60,18,https://cdn.sofifa.net/players/168/379/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
23849,Francisco José Villalba Rodrigo,Valencia,207,['Center Defensive Midfield'],1,Francisco José Villalba Rodrigo,100.0,False,229991,https://sofifa.com/player/229991/francisco-jose-villalba-rodrigo/160002,Fran Villalba,Francisco José Villalba Rodrigo,"CM, CAM",61,79,425000.0,4000.0,17,1998-05-11,168,65,461.0,Valencia,Spain Primera Division,1.0,RES,30.0,,2015-06-01,2018.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,,,,65.0,50.0,66.0,65.0,36.0,37.0,54,44,33,71,51,59,72,73,66,70,69,61,74,51,89,44,54,46,30,66,38,42,47,67,57,,28,44,31,9,10,14,5,14,,51,51,51,60,58,58,58,60,63,63,63,60,61,61,61,60,51,51,51,51,51,48,41,41,41,48,14,https://cdn.sofifa.net/players/229/991/16_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Valencia CF
23924,Mamadou Sylla Diallo,Espanyol,214,"['Right Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Wing Back']",13,Mamadou Sylla Diallo,100.0,False,224967,https://sofifa.com/player/224967/mamadou-sylla/160002,M. Sylla,Mamadou Sylla Diallo,"ST, LM, RM",64,73,675000.0,5000.0,21,1994-03-20,184,80,452.0,Espanyol,Spain Primera Division,1.0,RES,28.0,,2012-07-19,2016.0,136,Senegal,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,,,,72.0,65.0,49.0,64.0,37.0,65.0,58,65,57,49,59,67,36,42,36,60,67,76,65,57,54,71,64,61,73,62,49,36,64,56,57,,27,42,37,9,16,9,8,11,,64,64,64,62,62,62,62,62,59,59,59,60,53,53,53,60,51,46,46,46,51,50,47,47,47,50,16,https://cdn.sofifa.net/players/224/967/16_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/sn.png,RCD Espanyol de Barcelona
23936,Antonio Jesús Cotán Pérez,Sevilla,213,['Right Defensive Midfield'],1,Antonio Jesús Cotán Pérez,100.0,False,219864,https://sofifa.com/player/219864/antonio-jesus-cotan-perez/160002,Cotán,Antonio Jesús Cotán Pérez,"CM, CDM",67,77,1000000.0,10000.0,19,1995-09-19,172,68,481.0,Sevilla,Spain Primera Division,1.0,RES,27.0,,2013-08-08,2016.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,Playmaker (AI),65.0,51.0,69.0,67.0,50.0,48.0,54,37,42,80,42,61,64,42,67,73,64,66,73,62,79,65,59,51,45,68,50,53,61,73,44,,45,55,54,9,10,14,13,7,,57,57,57,63,63,63,63,63,67,67,67,64,67,67,67,64,59,61,61,61,59,58,53,53,53,58,16,https://cdn.sofifa.net/players/219/864/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Sevilla FC
23943,Rubén García Santos,Levante UD,221,"['Left Center Midfield', 'Right Center Midfield', 'Left Center Back', 'Left Wing', 'Left Midfield', 'Right Wing', 'Right Midfield', 'Substitute', 'Left Center Forward']",22,Rubén García Santos,100.0,False,211022,https://sofifa.com/player/211022/ruben-garcia-santos/160002,Rubén García,Rubén García Santos,"RM, CAM, LM",73,80,4000000.0,30000.0,21,1993-07-14,171,72,1853.0,Levante UD,Spain Primera Division,1.0,SUB,10.0,,2011-01-01,2018.0,45,Spain,,,,Left,3,3,1,Medium/High,Normal (170-185),No,,,,81.0,67.0,70.0,81.0,37.0,59.0,67,62,60,73,64,83,75,71,59,78,86,76,82,69,84,69,64,62,56,74,63,32,71,72,65,,29,42,36,9,14,13,14,10,,70,70,70,75,74,74,74,75,74,74,74,73,68,68,68,73,58,55,55,55,58,55,49,49,49,55,18,https://cdn.sofifa.net/players/211/022/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
23970,José María Martín-Bejarano Serrano,Levante UD,221,"['Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Back']",12,José María Martín-Bejarano Serrano,100.0,False,210868,https://sofifa.com/player/210868/jose-maria-martin/160002,José Mari,José María Martín-Bejarano Serrano,"CDM, CM",72,74,2000000.0,25000.0,27,1987-12-06,183,70,1853.0,Levante UD,Spain Primera Division,1.0,RCM,22.0,,2015-01-17,2016.0,45,Spain,,,,Right,3,2,1,Medium/High,Lean (170-185),No,,,,68.0,61.0,68.0,71.0,68.0,73.0,58,50,60,75,67,69,72,56,70,75,68,68,66,74,69,77,71,78,69,71,75,75,58,67,56,,61,74,67,8,14,12,6,14,,65,65,65,67,67,67,67,67,69,69,69,68,71,71,71,68,70,72,72,72,70,70,70,70,70,70,18,https://cdn.sofifa.net/players/210/868/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
23974,Roberto Antonio Correa Silva,Espanyol,214,"['Right Back', 'Right Wing']",7,Roberto Antonio Correa Silva,100.0,False,208638,https://sofifa.com/player/208638/roberto-antonio-correa-silva/160002,Rober,Roberto Antonio Correa Silva,"RB, CB",66,71,700000.0,5000.0,22,1992-09-29,182,76,452.0,Espanyol,Spain Primera Division,1.0,RES,2.0,,2013-07-12,2018.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,,,Injury Prone,72.0,43.0,56.0,52.0,68.0,72.0,65,38,54,57,41,46,43,44,52,53,67,76,65,52,76,64,68,79,69,36,74,68,44,54,41,,71,70,67,14,10,12,12,9,,52,52,52,53,51,51,51,53,52,52,52,56,55,55,55,56,65,63,63,63,65,66,66,66,66,66,16,https://cdn.sofifa.net/players/208/638/16_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,RCD Espanyol de Barcelona
23994,Alejandro Menéndez Díez,Sporting Gijón,1041,"['Left Midfield', 'Left Back', 'Left Wing', 'Right Wing']",21,Alejandro Menéndez Díaz,95.65217391304348,False,247210,https://sofifa.com/player/247210/alejandro-menendez-diaz/160002,Álex Menéndez,Alejandro Menéndez Díaz,"LB, LM",68,75,1000000.0,9000.0,23,1991-07-17,181,67,459.0,Sporting Gijón,Spain Primera Division,1.0,SUB,3.0,,2011-12-01,2016.0,45,Spain,,,,Left,2,2,1,High/Medium,Normal (170-185),No,,,,74.0,52.0,65.0,64.0,62.0,75.0,69,39,53,73,43,58,67,49,52,69,72,76,72,72,72,68,74,76,73,66,78,65,64,58,50,,62,60,66,13,6,13,9,7,,61,61,61,64,63,63,63,64,64,64,64,65,64,64,64,65,68,66,66,66,68,68,66,66,66,68,16,https://cdn.sofifa.net/players/247/210/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
24035,Álvaro Vázquez García,Getafe,216,"['Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Center Forward', 'Right Center Forward']",34,Álvaro Vázquez García,100.0,False,201403,https://sofifa.com/player/201403/alvaro-vazquez-garcia/160002,Álvaro,Álvaro Vázquez García,ST,74,80,4800000.0,35000.0,24,1991-04-27,182,75,1860.0,Getafe,Spain Primera Division,1.0,ST,9.0,,2012-08-01,2016.0,45,Spain,,,,Right,3,3,1,High/High,Normal (170-185),No,,,Avoids Using Weaker Foot,70.0,77.0,59.0,74.0,32.0,68.0,51,78,68,64,71,74,66,54,59,76,67,73,73,75,67,80,70,66,71,77,64,37,76,60,64,,13,39,25,7,16,7,9,14,,74,74,74,71,73,73,73,71,70,70,70,69,65,65,65,69,52,52,52,52,52,50,48,48,48,50,18,https://cdn.sofifa.net/players/201/403/16_120.png,https://cdn.sofifa.net/teams/1860/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Getafe CF
24070,Saúl Berjón Pérez,Eibar,322,"['Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Right Wing Back', 'Center Forward']",29,Saúl Berjón Pérez,100.0,False,189211,https://sofifa.com/player/189211/saul-berjon-perez/160002,Saúl Berjón,Saúl Berjón Pérez,"LM, ST, RM",76,76,4900000.0,45000.0,29,1986-05-24,178,83,467.0,Eibar,Spain Primera Division,1.0,LM,21.0,,2014-08-26,2016.0,45,Spain,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,,,"Selfish, Technical Dribbler (AI)",81.0,74.0,75.0,77.0,35.0,72.0,78,67,43,77,82,80,75,69,73,78,83,80,74,70,62,83,77,64,78,77,66,42,75,69,76,,26,41,23,15,11,8,8,11,,72,72,72,76,75,75,75,76,75,75,75,76,71,71,71,76,59,58,58,58,59,55,49,49,49,55,18,https://cdn.sofifa.net/players/189/211/16_120.png,https://cdn.sofifa.net/teams/467/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,SD Eibar
24072,Salvador Sevilla López,Espanyol,214,"['Center Attacking Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Center Forward', 'Right Defensive Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Forward', 'Left Center Midfield']",15,Salvador Sevilla López,100.0,False,158144,https://sofifa.com/player/158144/salvador-sevilla-lopez/160002,Salva Sevilla,Salvador Sevilla López,"CM, LM, CAM, RM",75,75,3400000.0,30000.0,31,1984-03-18,178,70,452.0,Espanyol,Spain Primera Division,1.0,CAM,8.0,,2014-06-27,2017.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,54.0,68.0,83.0,73.0,46.0,60.0,79,59,53,86,56,73,82,79,84,78,53,55,61,75,65,80,55,54,64,78,57,59,71,81,71,,47,39,34,14,14,9,13,10,,68,68,68,72,72,72,72,72,75,75,75,73,75,75,75,73,61,64,64,64,61,57,54,54,54,57,19,https://cdn.sofifa.net/players/158/144/16_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,RCD Espanyol de Barcelona
24086,Antonio José Raillo Arenas,Espanyol,214,"['Left Center Back', 'Right Center Back']",4,Antonio José Raíllo Arenas,96.15384615384616,False,228805,https://sofifa.com/player/228805/antonio-jose-raillo-arenas/160002,Raillo,Antonio José Raíllo Arenas,CB,69,74,1200000.0,9000.0,23,1991-08-10,186,77,452.0,Espanyol,Spain Primera Division,1.0,SUB,24.0,,2013-07-02,2018.0,45,Spain,,,,Right,3,2,1,Low/High,Lean (185+),No,,,Power Header,63.0,36.0,52.0,57.0,69.0,69.0,29,25,79,67,37,58,42,36,61,61,59,66,34,62,57,54,77,67,68,39,71,74,51,46,43,,63,67,72,10,15,15,15,14,,54,54,54,51,54,54,54,51,54,54,54,55,59,59,59,55,62,66,66,66,62,64,69,69,69,64,19,https://cdn.sofifa.net/players/228/805/16_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,RCD Espanyol de Barcelona
24132,Francisco Miguel Varela Martín,Real Betis,218,"['Left Back', 'Right Back', 'Left Wing']",14,Francisco Miguel Varela Martín,100.0,False,214929,https://sofifa.com/player/214929/francisco-varela-martin/160002,Varela,Francisco Miguel Varela Martín,LB,71,81,2300000.0,15000.0,20,1994-10-26,174,68,449.0,Real Betis,Spain Primera Division,1.0,RES,33.0,,2014-02-28,2016.0,45,Spain,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,,,,82.0,43.0,63.0,63.0,70.0,63.0,71,37,61,66,30,55,65,67,59,69,78,85,79,61,84,55,76,75,54,39,67,65,60,50,56,,72,74,73,16,12,7,15,14,,57,57,57,62,59,59,59,62,60,60,60,64,61,61,61,64,70,66,66,66,70,71,68,68,68,71,19,https://cdn.sofifa.net/players/214/929/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Betis Balompié
24138,Joaquín José Marín Ruiz,Rayo Vallecano,360,"['Right Back', 'Right Wing', 'Left Wing', 'Right Center Back', 'Left Center Back', 'Left Back']",27,Joaquín José Marín Ruiz,100.0,False,209937,https://sofifa.com/player/209937/joaquin-marin-ruiz/160002,Quini,Joaquín José Marín Ruiz,RB,70,74,1400000.0,20000.0,25,1989-11-30,174,67,480.0,Rayo Vallecano,Spain Primera Division,1.0,SUB,17.0,,2014-07-10,2016.0,45,Spain,,,,Right,4,3,1,High/Medium,Normal (170-185),No,,,,76.0,58.0,64.0,72.0,64.0,61.0,74,62,54,74,44,69,66,53,56,76,75,77,76,70,80,52,59,78,54,58,60,65,61,43,58,,66,62,70,14,13,7,14,9,,64,64,64,69,66,66,66,69,66,66,66,69,65,65,65,69,71,66,66,66,71,70,64,64,64,70,19,https://cdn.sofifa.net/players/209/937/16_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Rayo Vallecano
24143,Álvaro Vadillo Cifuentes,Real Betis,218,"['Left Defensive Midfield', 'Right Midfield', 'Left Wing']",3,Álvaro Vadillo Cifuentes,100.0,False,204830,https://sofifa.com/player/204830/alvaro-vadillo-cifuentes/160002,Vadillo,Álvaro Vadillo Cifuentes,"RM, LM",70,79,2000000.0,15000.0,20,1994-09-12,180,70,449.0,Real Betis,Spain Primera Division,1.0,SUB,21.0,,2011-06-08,2020.0,45,Spain,,,,Right,3,4,1,Medium/Low,Lean (170-185),No,,"#Speedster, #Acrobat",Speed Dribbler (AI),90.0,61.0,63.0,82.0,30.0,56.0,65,59,56,68,49,84,68,52,63,81,91,89,92,54,73,60,73,58,56,70,47,40,57,53,60,,20,27,26,6,7,13,10,7,,65,65,65,72,69,69,69,72,70,70,70,70,62,62,62,70,55,50,50,50,55,51,43,43,43,51,13,https://cdn.sofifa.net/players/204/830/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Betis Balompié
24149,José Antonio García Rabasco,Levante UD,221,"['Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield']",29,José Antonio García Rabasco,100.0,False,142454,https://sofifa.com/player/142454/jose-antonio-garcia-rabasco/160002,Verza,José Antonio García Rabasco,"CDM, CM, CAM",76,76,4100000.0,60000.0,28,1986-09-29,181,78,1853.0,Levante UD,Spain Primera Division,1.0,CM,7.0,,2015-06-10,2019.0,45,Spain,,,,Right,4,2,1,Medium/Medium,Normal (170-185),No,,,Long Shot Taker (AI),55.0,70.0,80.0,68.0,67.0,78.0,77,62,50,81,69,63,83,81,83,78,58,52,63,76,68,81,54,89,75,76,76,74,60,76,83,,64,73,65,13,10,16,16,7,,67,67,67,69,69,69,69,69,71,71,71,71,76,76,76,71,73,76,76,76,73,71,69,69,69,71,19,https://cdn.sofifa.net/players/142/454/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
24162,Xavier Torres Buigues,Real Betis,218,"['Right Defensive Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Left Midfield', 'Right Center Midfield', 'Center Attacking Midfield']",12,Xavier Torres Buigues,100.0,False,179528,https://sofifa.com/player/179528/xavier-torres-buigues/160002,Xavi Torres,Xavier Torres Buigues,CDM,75,76,3600000.0,40000.0,28,1986-11-21,184,83,449.0,Real Betis,Spain Primera Division,1.0,RDM,14.0,,2013-08-08,2017.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,"Leadership, Long Passer (AI), Playmaker (AI)",53.0,59.0,75.0,67.0,70.0,76.0,61,49,69,82,57,63,56,65,79,74,52,54,61,76,61,77,62,77,78,63,73,78,65,80,58,,64,71,66,12,15,6,8,10,,66,66,66,65,67,67,67,65,70,70,70,68,75,75,75,68,70,75,75,75,70,69,71,71,71,69,18,https://cdn.sofifa.net/players/179/528/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Betis Balompié
24173,Carlos Castro García,Sporting Gijón,1041,"['Center Forward', 'Right Center Forward', 'Right Wing', 'Left Center Forward', 'Left Wing Back', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield']",25,Carlos Castro García,100.0,False,225121,https://sofifa.com/player/225121/carlos-castro-garcia/160002,Castro,Carlos Castro García,"ST, CAM",68,76,1300000.0,8000.0,20,1995-06-01,177,68,459.0,Sporting Gijón,Spain Primera Division,1.0,SUB,16.0,,2013-07-01,2016.0,45,Spain,,,,Left,3,3,1,High/Low,Normal (170-185),No,,,,69.0,69.0,51.0,67.0,33.0,56.0,43,75,57,55,64,64,51,57,41,71,68,70,71,73,55,66,65,60,64,63,31,24,74,59,60,,35,31,31,10,16,8,10,13,,68,68,68,65,68,68,68,65,65,65,65,63,57,57,57,63,49,46,46,46,49,47,43,43,43,47,19,https://cdn.sofifa.net/players/225/121/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
24234,Juan Domínguez Lamas,RC Deportivo La Coruña,219,"['Right Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Forward']",5,Juan Domínguez Lamas,100.0,False,193735,https://sofifa.com/player/193735/juan-dominguez-lamas/160002,Juan Dominguez,Juan Domínguez Lamas,"CM, CDM, CAM",73,78,3700000.0,35000.0,25,1990-01-08,181,71,242.0,RC Deportivo La Coruña,Spain Primera Division,1.0,SUB,10.0,,2009-01-01,2018.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,,,"Leadership, Playmaker (AI), Technical Dribbler (AI)",64.0,55.0,72.0,73.0,55.0,68.0,59,52,39,76,54,73,65,59,75,77,63,64,66,77,64,49,72,75,68,63,59,57,68,80,55,,56,60,53,12,9,6,16,10,,62,62,62,69,69,69,69,69,72,72,72,71,73,73,73,71,65,67,67,67,65,63,60,60,60,63,19,https://cdn.sofifa.net/players/193/735/16_120.png,https://cdn.sofifa.net/teams/242/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Deportivo de La Coruña
24249,Juan Muñiz Gallego,Sporting Gijón,1041,"['Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Wing']",4,Juan Muñiz Gallego,100.0,False,198955,https://sofifa.com/player/198955/juan-muniz-gallego/160002,Juan Muñiz,Juan Muñiz Gallego,"LM, CAM, CDM, RM",68,76,1300000.0,9000.0,23,1992-03-14,175,72,459.0,Sporting Gijón,Spain Primera Division,1.0,SUB,7.0,,2010-11-01,2018.0,45,Spain,,,,Left,2,3,1,Medium/Medium,Normal (170-185),No,,,Long Shot Taker (AI),66.0,60.0,72.0,71.0,60.0,61.0,71,54,47,74,49,71,77,76,76,70,68,65,72,67,74,65,57,64,63,66,53,68,64,65,67,,53,65,67,8,13,16,14,14,,62,62,62,67,66,66,66,67,68,68,68,68,69,69,69,68,67,67,67,67,67,66,62,62,62,66,18,https://cdn.sofifa.net/players/198/955/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
24255,Juan Carlos Martín Corral,Rayo Vallecano,360,['Goalkeeper'],21,Juan Carlos Martín Corral,100.0,False,194730,https://sofifa.com/player/194730/juan-carlos-martin-corral/160002,Juan Carlos,Juan Carlos Martín Corral,GK,70,72,1300000.0,25000.0,27,1988-01-20,187,82,480.0,Rayo Vallecano,Spain Primera Division,1.0,RES,13.0,,2015-08-07,2016.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,Puncher,,,,,,,17,14,19,25,14,13,14,12,27,12,58,61,56,65,58,24,70,43,61,11,12,24,16,24,15,,17,20,13,75,65,66,68,77,60.0,26,26,26,26,25,25,25,26,25,25,25,28,25,25,25,28,29,26,26,26,29,29,27,27,27,29,70,https://cdn.sofifa.net/players/194/730/16_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Rayo Vallecano
24263,Ismael López Blanco,Sporting Gijón,1041,"['Left Back', 'Left Wing', 'Left Wing Back', 'Right Wing']",31,Ismael López Blanco,100.0,False,193796,https://sofifa.com/player/193796/ismael-lopez-blanco/160002,Isma López,Ismael López Blanco,"LB, LM, RM, CAM",72,77,2300000.0,20000.0,25,1990-01-29,180,75,459.0,Sporting Gijón,Spain Primera Division,1.0,LB,18.0,,2013-07-18,2016.0,45,Spain,,,,Left,3,2,1,High/Medium,Lean (170-185),No,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",83.0,66.0,67.0,73.0,70.0,69.0,75,71,48,69,51,74,68,67,63,72,80,85,74,69,69,62,65,74,67,61,70,71,73,60,58,,73,72,72,6,13,9,9,6,,68,68,68,72,70,70,70,72,70,70,70,72,68,68,68,72,73,70,70,70,73,72,69,69,69,72,15,https://cdn.sofifa.net/players/193/796/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
24277,Vincenzo Renato Rennella,Real Betis,218,"['Right Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield']",6,Vincenzo Renato Rennella,100.0,False,183488,https://sofifa.com/player/183488/vincenzo-rennella/160002,V. Rennella,Vincenzo Renato Rennella,ST,72,76,2700000.0,25000.0,26,1988-10-08,188,78,449.0,Real Betis,Spain Primera Division,1.0,SUB,8.0,,2013-07-30,2018.0,27,Italy,,,,Left,3,3,1,Medium/Medium,Normal (185+),No,,,"Power Free-Kick, Selfish, Power Header",63.0,75.0,61.0,69.0,35.0,67.0,53,76,71,64,74,69,80,71,48,73,56,69,71,65,52,78,64,59,80,70,46,35,72,67,73,,23,35,31,15,13,15,6,10,,72,72,72,67,70,70,70,67,68,68,68,65,62,62,62,65,51,50,50,50,51,49,48,48,48,49,17,https://cdn.sofifa.net/players/183/488/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/it.png,Real Betis Balompié
24318,Alberto Guitián Ceballos,Sporting Gijón,1041,['Right Center Back'],1,Alberto Guitián Ceballos,100.0,False,198474,https://sofifa.com/player/198474/alberto-guitian-ceballos/160002,Guitián,Alberto Guitián Ceballos,"CDM, CB",64,69,500000.0,5000.0,24,1990-07-29,182,74,459.0,Sporting Gijón,Spain Primera Division,1.0,RES,14.0,,2015-07-30,2016.0,45,Spain,,,,Right,3,2,1,Low/High,Normal (170-185),No,,,,64.0,41.0,52.0,54.0,63.0,70.0,26,36,60,66,23,48,44,34,53,59,63,64,59,66,64,59,71,75,68,37,70,71,52,58,30,,57,63,67,13,7,11,12,15,,54,54,54,52,55,55,55,52,56,56,56,54,59,59,59,54,60,64,64,64,60,62,65,65,65,62,18,https://cdn.sofifa.net/players/198/474/16_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sporting de Gijón
